,fault-losso,fault-knn,fault-svm,fault-xgboost,fault-ensmeble,wafer-auto,wafer-statis,wafer-cnn,wafer-svm,wafer-ensemble,wafer-ensembleLatency,fault-ensembleLatency
32,1,2,1,2,2,1,0,1,0,1,117.19704173088074,9.672898468971253
33,1,2,2,2,1,1,0,1,0,1,116.86153270721435,17.702804489135747
34,1,2,2,2,2,1,0,1,0,1,117.97688734531404,15.053163924217223
35,2,1,1,2,2,1,0,1,0,1,117.19019119739531,2.2938048648834233
36,2,1,2,2,1,1,0,1,0,1,118.00839496135711,3.3220796298980715
37,2,1,2,2,2,1,0,1,0,1,118.38786967277528,2.5141223430633546
38,2,2,1,2,1,1,0,1,0,1,116.78153696060178,2.4974212551116945
39,2,2,1,2,2,1,0,1,0,1,116.79375148773194,2.2268979024887083
40,2,2,2,2,1,1,0,1,0,1,116.98673812866213,2.543968162536621
41,1,1,1,2,2,1,0,1,0,2,116.80405400276184,6.009115271568298
42,1,1,2,2,1,1,0,1,0,2,117.85289760589599,10.90981198310852
43,1,1,2,2,2,1,0,1,0,2,117.67334560394288,9.5654838848114
44,1,2,1,2,1,1,0,1,0,2,118.1734867286682,12.226446723937988
45,1,2,1,2,2,1,0,1,0,2,117.76059022903442,9.033859658241273
46,1,2,2,2,1,1,0,1,0,2,117.47323570251464,14.06781750202179
47,2,1,1,2,1,1,0,1,0,2,117.60705173969271,3.2172629404067994
48,2,1,1,2,2,1,0,1,0,2,116.99092408657074,2.3476903533935545
49,2,1,2,2,1,1,0,1,0,2,117.26508329868315,5.295627603530884
50,2,2,1,2,1,1,0,1,0,2,117.59237902164459,4.135604691505431
51,1,1,1,2,2,1,0,2,0,1,117.1322041463852,2.359489574432373
52,1,1,2,2,1,1,0,2,0,1,115.76049795627594,6.359688997268678
53,1,2,1,2,1,1,0,2,0,1,116.5879105758667,5.744610481262207
54,2,1,1,2,1,1,0,2,0,1,117.60039424419405,2.436635856628418
55,1,1,1,2,1,1,0,2,0,2,118.63276851177216,4.9758962774276725
56,1,1,1,2,2,1,1,0,0,2,20.86729111671448,2.865597677230835
57,1,1,2,2,1,1,1,0,0,2,20.968689374923702,6.165634579658509
58,1,1,2,2,2,1,1,0,0,2,18.170888590812684,3.9846312952041623
59,1,2,1,2,1,1,1,0,0,2,28.35434239864349,5.871763372421265
60,1,2,1,2,2,1,1,0,0,2,17.32676954269409,2.683449001312256
61,1,2,2,2,1,1,1,0,0,2,18.757508263587948,7.946100826263428
62,2,1,1,2,1,1,1,0,0,2,16.631687936782836,2.3042702531814574
63,2,1,1,2,2,1,1,0,0,2,15.066358733177186,2.3677402353286743
64,2,1,2,2,1,1,1,0,0,2,17.435891313552858,2.4862804794311524
65,2,2,1,2,1,1,1,0,0,2,16.418083324432377,2.134956135749817
66,2,0,2,2,2,1,1,1,0,1,19.518313550949095,2.941251211166382
67,2,2,0,2,2,1,1,1,0,1,19.31254623889923,2.5064612293243407
68,2,2,2,2,0,1,1,1,0,1,19.68531975269317,38.78852017879486
69,1,0,2,2,2,1,1,1,0,2,23.66356066226959,11.086434307098386
70,1,2,0,2,2,1,1,1,0,2,24.690856952667236,14.330340156555176
71,1,2,2,2,0,1,1,1,0,2,23.77677676677704,37.30698684215545
72,2,0,1,2,2,1,1,1,0,2,18.342047233581546,3.460639753341675
73,2,0,2,2,1,1,1,1,0,2,19.89526608943939,2.9304791021347047
74,2,1,0,2,2,1,1,1,0,2,18.81991942882538,2.562744574546814
75,2,1,2,2,0,1,1,1,0,2,18.540163483619693,37.6902930355072
76,2,2,0,2,1,1,1,1,0,2,20.255270323753358,2.602856469154358
77,2,2,1,2,0,1,1,1,0,2,17.660183439254762,37.51114153862
78,1,0,1,2,2,1,1,2,0,1,33.239363865852354,6.134403467178345
79,1,0,2,2,1,1,1,2,0,1,20.24209968566895,9.675814437866213
80,1,1,0,2,2,1,1,2,0,1,20.657863044738765,3.8307297086715697
81,1,1,2,2,0,1,1,2,0,1,19.52602862358093,36.89029706478119
82,1,2,0,2,1,1,1,2,0,1,20.80360234260559,9.309000725746154
83,1,2,1,2,0,1,1,2,0,1,19.11672945022583,36.770822367668146
84,2,0,1,2,1,1,1,2,0,1,16.504981670379642,4.594385266304017
85,2,1,0,2,1,1,1,2,0,1,16.644284491539,4.490221328735352
86,2,1,1,2,0,1,1,2,0,1,15.38020555973053,37.73179238796234
87,1,0,1,2,1,1,1,2,0,2,18.67597492218017,5.777110171318054
88,1,1,0,2,1,1,1,2,0,2,19.83345816612244,6.949658498764037
89,1,1,1,2,0,1,1,2,0,2,19.478447313308717,37.486040577888495
90,1,1,1,2,2,1,2,0,0,1,10.12760184764862,2.2294445991516114
91,1,1,2,2,1,1,2,0,0,1,9.820585670471194,7.281379065513611
92,1,2,1,2,1,1,2,0,0,1,9.651123275756836,4.958731031417846
93,2,1,1,2,1,1,2,0,0,1,10.39433569908142,2.3975844860076903
94,1,1,1,2,1,1,2,0,0,2,8.408654775619508,2.7269558620452883
95,1,0,1,2,2,1,2,1,0,1,8.954804306030274,11.236782574653628
96,1,0,2,2,1,1,2,1,0,1,8.936584477424622,16.512419486045836
97,1,1,0,2,2,1,2,1,0,1,7.949602689743044,11.437003116607663
98,1,1,2,2,0,1,2,1,0,1,8.729670662879943,38.57499197006226
99,1,2,0,2,1,1,2,1,0,1,9.161295237541198,18.76967070579529
100,1,2,1,2,0,1,2,1,0,1,8.695357937812805,37.325267367362976
101,2,0,1,2,1,1,2,1,0,1,8.944238348007204,3.636793093681336
102,2,1,0,2,1,1,2,1,0,1,9.804120626449583,4.7030380964279175
103,2,1,1,2,0,1,2,1,0,1,9.801219701766966,37.82765965938568
104,1,0,1,2,1,1,2,1,0,2,8.876229104995726,11.977810373306275
105,1,1,0,2,1,1,2,1,0,2,9.233951544761657,12.260290083885193
106,1,1,1,2,0,1,2,1,0,2,9.144765005111694,37.79733700275421
107,1,1,1,2,2,0,1,1,0,3,147.32028046607968,2.4468108797073365
108,1,1,2,2,1,0,1,1,0,3,25.257421336174012,4.938090467453003
109,1,1,2,2,2,0,1,1,0,3,166.68492577552794,2.6501255702972406
110,1,2,1,2,1,0,1,1,0,3,25.01786243438721,5.400335788726807
111,1,2,2,2,2,0,1,1,0,3,30.02495588779449,4.889065508842467
112,2,1,1,2,1,0,1,1,0,3,55.498331179618845,2.304847798347473
113,2,1,1,2,2,0,1,1,0,3,18.20341069221497,2.36451687335968
114,2,1,2,2,1,0,1,1,0,3,26.69123609066009,2.426493892669677
115,2,2,2,2,1,0,1,1,0,3,104.39895375728607,2.0570487213134765
116,1,2,1,2,1,0,1,2,0,3,17.526010632514957,2.4907594203948973
117,2,1,1,2,1,0,1,2,0,3,15.091787881851197,2.335825839042664
118,1,1,2,2,1,0,1,3,0,3,68.87833767890929,2.4409356260299684
119,1,1,2,2,2,0,1,3,0,3,15.028499307632446,2.1677446508407594
120,1,2,2,2,1,0,1,3,0,3,40.017496452331535,3.789749474525452
121,2,1,1,2,2,0,1,3,0,3,12.203061990737915,33.25523367404938
122,2,1,2,2,1,0,1,3,0,3,13.115156526565551,2.168652400970459
123,1,1,1,2,1,0,2,1,0,3,151.0090214347839,4.88557448387146
124,1,1,1,2,2,0,2,1,0,3,110.1540583705902,2.083047294616699
125,1,1,2,2,1,0,2,1,0,3,89.3903408765793,2.3053880405426024
126,1,2,1,2,1,0,2,1,0,3,140.91376025676726,2.2952741384506226
127,1,1,2,2,1,1,0,1,0,3,116.79053863048551,10.200710492134094
128,1,1,2,2,2,1,0,1,0,3,144.14157989025117,3.42304633140564
129,1,2,2,2,1,1,0,1,0,3,116.84161836624143,13.992370843887329
130,2,2,2,2,1,1,0,1,0,3,117.97456625461578,2.3132590103149413
131,1,1,1,2,1,1,0,2,0,3,114.87784697055815,4.29869327545166
132,1,1,1,2,2,1,0,2,0,3,117.2715649843216,2.42430317401886
133,1,1,2,2,1,1,0,2,0,3,116.63469675540924,2.50456072807312
134,1,2,1,2,1,1,0,2,0,3,116.06564066886902,2.6161428356170653
135,2,1,1,2,1,1,0,2,0,3,116.89573246002195,3.958860349655152
136,1,1,1,2,1,1,0,3,0,3,116.21196494579316,4.469328165054321
137,1,1,1,2,2,1,0,3,0,3,116.5339607524872,2.129872965812683
138,1,1,2,2,1,1,0,3,0,3,118.24511341571808,3.2002067804336547
139,1,1,2,2,2,1,0,3,0,3,117.37907133579256,2.1712635231018065
140,1,2,1,2,1,1,0,3,0,3,155.97427479743956,2.4127065753936767
141,1,2,2,2,1,1,1,0,0,3,99.2476257753372,9.781489176750183
142,1,2,2,2,2,1,1,0,0,3,17.573508291244508,6.518259167671204
143,2,1,1,2,1,1,1,0,0,3,113.3378666639328,2.293993282318115
144,2,1,1,2,2,1,1,0,0,3,15.006334080696108,2.1951298332214355
145,2,1,2,2,2,1,1,0,0,3,56.204712052345286,2.2967513179779053
146,2,2,1,2,1,1,1,0,0,3,16.705923552513124,2.183276529312134
147,1,0,2,2,2,1,1,1,0,3,24.208469705581663,10.314575052261352
148,1,2,0,2,2,1,1,1,0,3,55.964237661361686,6.016167521476746
149,1,2,2,2,0,1,1,1,0,3,59.844831314086925,37.303193359375
150,1,2,2,2,2,1,1,1,0,3,55.1377294254303,5.532967162132263
151,2,0,1,2,2,1,1,1,0,3,21.808577690124512,2.5533844566345216
152,2,0,2,2,1,1,1,1,0,3,65.94135967731476,2.6853115940093994
153,2,0,2,2,2,1,1,1,0,3,52.82416512489319,2.6534265422821046
154,2,1,0,2,2,1,1,1,0,3,20.51641582489013,4.354307079315186
155,2,1,2,2,0,1,1,1,0,3,18.69097420692444,38.57631448745728
156,2,1,2,2,2,1,1,1,0,3,26.21613187789917,2.2990352725982666
157,2,2,0,2,1,1,1,1,0,3,74.83105513095856,2.476703224182129
158,2,2,0,2,2,1,1,1,0,3,61.29295778274536,2.5662167119979857
159,2,2,1,2,0,1,1,1,0,3,36.94740716934204,38.45157095432282
160,2,2,1,2,2,1,1,1,0,3,26.90325004577637,2.1764803314208985
161,2,2,2,2,0,1,1,1,0,3,17.19964738368988,38.255954899787895
162,2,2,2,2,1,1,1,1,0,3,27.43463338375092,2.196340613365173
163,1,0,2,2,1,1,1,2,0,3,18.39114642143249,8.414200372695923
164,1,2,0,2,1,1,1,2,0,3,17.686252460479732,8.455275497436524
165,1,2,1,2,0,1,1,2,0,3,17.687384276390073,37.52668498039245
166,2,0,1,2,1,1,1,2,0,3,14.198899631500245,4.3422970294952385
167,1,0,1,2,1,1,1,3,0,3,15.375962204933169,4.959405736923218
168,1,0,1,2,2,1,1,3,0,3,16.231217589378353,4.500702600479126
169,1,0,2,2,1,1,1,3,0,3,14.454620518684385,18.911437611579892
170,1,0,2,2,2,1,1,3,0,3,15.446222519874572,6.24286675453186
171,1,1,0,2,1,1,1,3,0,3,18.130296006202702,6.338743190765381
172,1,1,0,2,2,1,1,3,0,3,16.32864637374878,4.631291046142578
173,1,1,1,2,0,1,1,3,0,3,59.2544798707962,36.353242778778075
174,1,1,1,2,2,1,1,3,0,3,38.95834989070893,2.2967266511917117
175,1,1,2,2,0,1,1,3,0,3,20.23359928131104,37.478533720970155
176,1,1,2,2,1,1,1,3,0,3,29.671438488960266,5.963871183395387
177,1,1,2,2,2,1,1,3,0,3,64.37873355865479,2.203716049194336
178,1,2,0,2,1,1,1,3,0,3,85.37644474506378,2.780196437835693
179,1,2,0,2,2,1,1,3,0,3,57.21055869102478,3.3537775087356567
180,1,2,1,2,0,1,1,3,0,3,27.32229392051697,36.93171771526337
181,1,2,1,2,1,1,1,3,0,3,22.139479541778563,6.082303333282471
182,1,2,1,2,2,1,1,3,0,3,23.392360334396358,3.9630830430984503
183,1,2,2,2,0,1,1,3,0,3,122.20888737678528,37.13679227352142
184,1,2,2,2,1,1,1,3,0,3,88.39215639591217,2.517795691490173
185,1,2,2,2,2,1,1,3,0,3,82.9151537322998,2.2645763492584234
186,2,0,1,2,1,1,1,3,0,3,75.06933547496796,2.731086592674256
187,2,0,1,2,2,1,1,3,0,3,54.29917494297028,2.6955685472488398
188,2,0,2,2,1,1,1,3,0,3,13.53712656021118,2.7404845476150514
189,2,0,2,2,2,1,1,3,0,3,28.125719633102413,2.6905477571487433
190,2,1,0,2,1,1,1,3,0,3,78.9150115442276,2.5260997676849364
191,2,1,0,2,2,1,1,3,0,3,61.04254696369171,2.5031369733810425
192,2,1,1,2,0,1,1,3,0,3,22.006316075325014,37.49568470001221
193,2,1,1,2,1,1,1,3,0,3,16.749218716621403,2.31270583152771
194,2,1,1,2,2,1,1,3,0,3,23.70648738861084,2.2202794313430787
195,2,1,2,2,0,1,1,3,0,3,85.59157156944275,38.218722620010375
196,2,1,2,2,1,1,1,3,0,3,66.73947536468506,2.12553147315979
197,2,1,2,2,2,1,1,3,0,3,69.83961843967438,2.3029415464401244
198,2,2,0,2,1,1,1,3,0,3,24.72964695930481,2.4924863719940187
199,2,2,0,2,2,1,1,3,0,3,11.767071604728699,2.5162432622909545
200,2,2,1,2,0,1,1,3,0,3,31.401361336708067,37.8105330657959
201,2,2,1,2,1,1,1,3,0,3,95.08146705150604,2.0264544343948363
202,2,2,1,2,2,1,1,3,0,3,75.21321778297424,2.165194630622864
203,2,2,2,2,0,1,1,3,0,3,57.71367445945739,37.95549614429474
204,2,2,2,2,1,1,1,3,0,3,31.550508913993834,2.1164342308044435
205,1,1,1,2,1,1,2,0,0,3,99.096437458992,5.0507508516311646
206,1,1,2,2,1,1,2,0,0,3,70.28586186408997,2.9261515474319464
207,1,2,1,2,1,1,2,0,0,3,59.72816002845765,2.645447301864624
208,2,1,1,2,1,1,2,0,0,3,21.726681170463557,23.056664810180663
209,1,0,1,2,1,1,2,1,0,3,7.919528403282166,11.251120095252993
210,1,0,1,2,2,1,2,1,0,3,7.755534620285034,8.054681096076965
211,1,0,2,2,1,1,2,1,0,3,21.193641057014464,25.914149231910702
212,1,1,0,2,1,1,2,1,0,3,8.218148913383484,10.867098169326782
213,1,1,0,2,2,1,2,1,0,3,8.510612845420837,9.12430835723877
214,1,1,1,2,0,1,2,1,0,3,7.956780076026916,38.59605509757996
