,fault-losso,fault-knn,fault-svm,fault-xgboost,fault-ensmeble,wafer-auto,wafer-statis,wafer-cnn,wafer-svm,wafer-ensemble,wafer-ensembleLatency,fault-ensembleLatency
52,1,2,0,2,1,1,1,2,0,1,38.55889554619789,14.58141220510006
53,2,0,1,2,1,1,1,2,0,1,29.405158799886703,6.850401899218558
54,2,1,0,2,1,1,1,2,0,1,29.85019610524177,6.640950009226799
55,1,0,1,2,1,1,1,2,0,2,34.32099526226521,8.716348204016686
56,1,1,0,2,1,1,1,2,0,2,36.60659571886063,10.67150382399559
57,1,1,1,2,2,1,2,0,0,1,18.884339329600333,2.2246590882539747
58,1,1,2,2,1,1,2,0,0,1,18.334683099389075,10.928804299235344
59,1,2,1,2,1,1,2,0,0,1,18.088895535469057,7.3700914740562435
60,2,1,1,2,1,1,2,0,0,1,20.300139459967614,2.4118068724870683
61,1,1,1,2,1,1,2,0,0,2,15.982327848672867,2.7122652679681782
62,1,0,1,2,2,1,2,1,0,1,16.797300055623055,19.04893074333668
63,1,0,2,2,1,1,2,1,0,1,17.034323754906655,26.802830165624624
64,1,1,0,2,2,1,2,1,0,1,15.753015199303627,19.03777522146702
65,1,2,0,2,1,1,2,1,0,1,18.50425095260143,30.68863568007946
66,2,0,1,2,1,1,2,1,0,1,17.958483895659448,4.657519030570984
67,2,1,0,2,1,1,2,1,0,1,19.016043511033057,5.523454567790031
68,1,0,1,2,1,1,2,1,0,2,17.001966723799704,18.903912967443468
69,1,1,0,2,1,1,2,1,0,2,17.49683574140072,20.06223118007183
70,1,1,2,2,1,0,1,1,0,3,45.546056118607524,8.213300052285195
71,1,2,1,2,1,0,1,1,0,3,44.77724613547325,8.714610704779625
72,1,2,2,2,2,0,1,1,0,3,43.94510936141014,9.689138621091844
73,2,1,1,2,1,0,1,1,0,3,60.51852503418922,2.297196385264397
74,2,1,1,2,2,0,1,1,0,3,32.315379476547236,2.3511031568050385
75,2,2,2,2,1,0,1,1,0,3,129.47243331074714,2.0458612233400344
76,1,2,1,2,1,0,1,2,0,3,32.62766426801681,2.5022910952568056
77,2,1,1,2,1,0,1,2,0,3,27.702900710701947,2.33366134762764
78,1,1,2,2,1,0,1,3,0,3,73.22748147249222,2.4333683133125303
79,1,1,2,2,2,0,1,3,0,3,28.513188162446017,2.153904938697815
80,1,2,2,2,1,0,1,3,0,3,46.46142064630986,5.4658091127872455
81,2,1,2,2,1,0,1,3,0,3,25.309506091475487,2.173231416940689
82,1,1,2,2,1,0,2,1,0,3,128.34711765646935,2.307268276810646
83,1,2,2,2,1,1,1,0,0,3,106.8395181506872,15.486486849188804
84,1,2,2,2,2,1,1,0,0,3,31.189748790860172,10.32382660508156
85,2,1,1,2,1,1,1,0,0,3,126.60968345105648,2.3004927307367327
86,2,1,1,2,2,1,1,0,0,3,26.904826843738554,2.2247173994779588
87,2,1,2,2,2,1,1,0,0,3,66.06225415170192,2.31435084939003
88,2,2,1,2,1,1,1,0,0,3,29.95891079008579,2.185412612557412
89,1,0,2,2,2,1,1,1,0,3,44.59405992925167,17.67627943754196
90,1,2,0,2,2,1,1,1,0,3,69.9014740973711,8.986896398663523
91,1,2,2,2,2,1,1,1,0,3,62.70697985291481,10.219857895374297
92,2,0,1,2,2,1,1,1,0,3,52.33735849559307,2.5381379842758185
93,2,0,2,2,1,1,1,1,0,3,72.08626386225224,2.673810994625092
94,2,0,2,2,2,1,1,1,0,3,54.556358990073214,2.624905797839165
95,2,1,0,2,2,1,1,1,0,3,35.61087803542614,4.500058668851852
96,2,1,2,2,2,1,1,1,0,3,60.355381968617436,2.2938416421413423
97,2,2,0,2,1,1,1,1,0,3,83.0430570781231,2.4599025517702104
98,2,2,0,2,2,1,1,1,0,3,62.58759092986585,2.5574522376060487
99,2,2,1,2,2,1,1,1,0,3,38.284431686997415,2.1759145826101305
100,1,0,2,2,1,1,1,2,0,3,33.64078297913075,12.90815643966198
101,1,2,0,2,1,1,1,2,0,3,33.03029269278049,13.078381848335265
102,2,0,1,2,1,1,1,2,0,3,26.295479547977447,6.660079777240753
103,1,0,1,2,1,1,1,3,0,3,30.846052208542822,7.063838794827461
104,1,0,1,2,2,1,1,3,0,3,30.611650091409683,6.350990298390387
105,1,0,2,2,1,1,1,3,0,3,28.9051534473896,23.873932391405106
106,1,0,2,2,2,1,1,3,0,3,28.86024568378925,9.386176133155823
107,1,1,0,2,1,1,1,3,0,3,34.36922308504582,9.818839994072912
108,1,1,0,2,2,1,1,3,0,3,30.583959022164343,6.153233140707017
109,1,1,1,2,2,1,1,3,0,3,48.57139954268932,2.774010044336319
110,1,1,2,2,1,1,1,3,0,3,76.09405058026314,7.038701701164245
111,1,1,2,2,2,1,1,3,0,3,89.83728621304036,2.18672097325325
112,1,2,0,2,1,1,1,3,0,3,83.90190846920014,2.7740963011980058
113,1,2,0,2,2,1,1,3,0,3,56.13977970182896,4.727637746930123
114,1,2,1,2,1,1,1,3,0,3,48.51082704067229,7.834972220659256
115,1,2,1,2,2,1,1,3,0,3,66.98810008466243,4.364341577887535
116,1,2,2,2,1,1,1,3,0,3,91.19509032070637,2.7938548535108567
117,1,2,2,2,2,1,1,3,0,3,83.10106388330459,2.2737026959657674
118,2,0,1,2,1,1,1,3,0,3,75.5179058611393,2.7144889771938323
119,2,0,1,2,2,1,1,3,0,3,54.67719211280346,2.6777526736259456
120,2,0,2,2,1,1,1,3,0,3,40.249269363284114,2.6917864829301834
121,2,0,2,2,2,1,1,3,0,3,67.03947442471981,2.6782583981752395
122,2,1,0,2,1,1,1,3,0,3,82.41518768966198,2.5387120962142946
123,2,1,0,2,2,1,1,3,0,3,63.051526790857324,2.502677604556084
124,2,1,1,2,1,1,1,3,0,3,46.668911921977994,2.2888897955417637
125,2,1,1,2,2,1,1,3,0,3,49.41694878935814,2.229376086592674
126,2,1,2,2,1,1,1,3,0,3,74.6557002276182,2.136496397852897
127,2,1,2,2,2,1,1,3,0,3,74.44438880980016,2.297824251651764
128,2,2,0,2,1,1,1,3,0,3,33.18777761161327,2.481534391641617
129,2,2,0,2,2,1,1,3,0,3,26.14640660583973,2.5034648448228842
130,2,2,1,2,1,1,1,3,0,3,106.49159171283243,2.0359810680150985
131,2,2,1,2,2,1,1,3,0,3,81.44270533323288,2.1721863836050037
132,2,2,2,2,1,1,1,3,0,3,36.38043948709965,2.13677639067173
133,1,1,2,2,1,1,2,0,0,3,94.24250192046163,3.0644765943288803
134,2,1,1,2,1,1,2,0,0,3,32.83003943860531,25.144742676615714
135,1,0,1,2,1,1,2,1,0,3,15.742187774181366,16.81632230579853
136,1,0,1,2,2,1,2,1,0,3,15.6988418340683,13.28524768948555
137,1,0,2,2,1,1,2,1,0,3,30.250537675619125,35.170156598091125
138,1,1,0,2,1,1,2,1,0,3,16.203677052259444,17.81791046857834
139,1,1,0,2,2,1,2,1,0,3,16.745639249682426,15.17435002028942
