,fault-losso,fault-knn,fault-svm,fault-xgboost,fault-ensmeble,wafer-auto,wafer-statis,wafer-cnn,wafer-svm,wafer-ensemble,wafer-ensembleLatency,fault-ensembleLatency
0,1,1,2,2,2,0,1,1,0,1,16.93905468583107,6.460070198774337
1,1,2,1,2,2,0,1,1,0,1,17.796630764007567,6.362572884559631
2,1,2,2,2,1,0,1,1,0,1,18.182692682743074,10.116205054521561
3,1,2,2,2,2,0,1,1,0,1,17.572070950269698,8.106971007585525
4,2,1,1,2,2,0,1,1,0,1,14.788526350259778,2.281221204996109
5,2,1,2,2,1,0,1,1,0,1,15.921341717243195,2.835116332769393
6,2,1,2,2,2,0,1,1,0,1,14.981728607416153,2.4112994074821468
7,2,2,1,2,1,0,1,1,0,1,14.428717303276064,2.341301906108856
8,2,2,1,2,2,0,1,1,0,1,14.654640346765518,2.1277494728565216
9,2,2,2,2,1,0,1,1,0,1,15.646396392583847,2.1885025501251216
10,1,1,1,2,2,0,1,1,0,2,19.390455371141435,2.6818367719650267
11,1,1,2,2,1,0,1,1,0,2,19.732324331998825,5.351462382078171
12,1,1,2,2,2,0,1,1,0,2,19.72128883600235,3.3456722497940063
13,1,2,1,2,1,0,1,1,0,2,19.419631272554398,6.405656039714812
14,1,2,1,2,2,0,1,1,0,2,19.399700111150747,2.9868873059749603
15,1,2,2,2,1,0,1,1,0,2,19.114573895931247,8.425208634138107
16,2,1,1,2,1,0,1,1,0,2,14.774407708644867,2.562478411197662
17,2,1,1,2,2,0,1,1,0,2,16.014748930931088,2.321395128965378
18,2,1,2,2,1,0,1,1,0,2,15.606869572401047,2.434054011106491
19,2,2,1,2,1,0,1,1,0,2,15.142431175708769,2.6972734570503234
20,1,1,1,2,2,0,1,2,0,1,15.712468647956848,2.2647232592105864
21,1,1,2,2,1,0,1,2,0,1,16.00599973797798,4.306123220920563
22,1,2,1,2,1,0,1,2,0,1,16.011935752630233,4.133190435171128
23,2,1,1,2,1,0,1,2,0,1,11.429164123535154,6.137594205141068
24,1,1,1,2,1,0,1,2,0,2,33.242543005943304,3.6735117018222807
25,1,1,1,2,2,0,2,1,0,1,7.216823536157607,3.0559300243854524
