,losso,knn,svm,ensemble
0,0,1,2,2
1,0,2,1,2
2,0,2,2,1
3,1,0,2,2
4,1,2,0,2
5,1,2,2,0
6,2,0,1,2
7,2,0,2,1
8,2,1,0,2
9,2,1,2,0
10,2,2,0,1
11,2,2,1,0
