,losso,knn,svm,ensemble
0,0,1,2,2
1,0,2,1,2
2,0,2,2,1
3,0,2,2,2
4,1,0,2,2
5,1,2,0,2
6,1,2,2,0
7,1,2,2,2
8,2,0,1,2
9,2,0,2,1
10,2,0,2,2
11,2,1,0,2
12,2,1,2,0
13,2,1,2,2
14,2,2,0,1
15,2,2,0,2
16,2,2,1,0
17,2,2,1,2
18,2,2,2,0
19,2,2,2,1
