,losso,knn,svm,ensemble
0,0,1,1,1
1,0,1,1,2
2,0,1,2,1
3,0,2,1,1
4,1,0,1,1
5,1,0,1,2
6,1,0,2,1
7,1,1,0,1
8,1,1,0,2
9,1,1,1,0
10,1,1,1,1
11,1,1,1,2
12,1,1,2,0
13,1,1,2,1
14,1,2,0,1
15,1,2,1,0
16,1,2,1,1
17,2,0,1,1
18,2,1,0,1
19,2,1,1,0
20,2,1,1,1
