,losso,knn,svm,ensemble
0,1,1,2,2
1,1,2,1,2
2,1,2,2,1
3,1,2,2,2
4,2,1,1,2
5,2,1,2,1
6,2,1,2,2
7,2,2,1,1
8,2,2,1,2
9,2,2,2,1
