,losso,knn,svm,ensemble
0,1,1,1,2
1,1,1,1,3
2,1,1,2,1
3,1,1,2,2
4,1,1,2,3
5,1,1,3,3
6,1,2,1,1
7,1,2,1,2
8,1,2,1,3
9,1,2,2,1
10,1,2,2,3
11,1,2,3,3
12,1,3,1,3
13,1,3,2,3
14,1,3,3,3
15,2,1,1,1
16,2,1,1,2
17,2,1,1,3
18,2,1,2,1
19,2,1,2,3
20,2,1,3,3
21,2,2,1,1
22,2,2,1,3
23,2,2,3,3
24,2,3,1,3
25,2,3,2,3
26,2,3,3,3
