,losso,knn,svm,ensemble
0,0,1,2,2
1,0,1,2,3
2,0,1,3,3
3,0,2,1,2
4,0,2,1,3
5,0,2,2,1
6,0,2,2,3
7,0,2,3,3
8,0,3,1,3
9,0,3,2,3
10,0,3,3,3
11,1,0,2,2
12,1,0,2,3
13,1,0,3,3
14,1,2,0,2
15,1,2,0,3
16,1,2,2,0
17,1,2,2,3
18,1,2,3,3
19,1,3,0,3
20,1,3,2,3
21,1,3,3,3
22,2,0,1,2
23,2,0,1,3
24,2,0,2,1
25,2,0,2,3
26,2,0,3,3
27,2,1,0,2
28,2,1,0,3
29,2,1,2,0
30,2,1,2,3
31,2,1,3,3
32,2,2,0,1
33,2,2,0,3
34,2,2,1,0
35,2,2,1,3
36,2,2,3,3
37,2,3,0,3
38,2,3,1,3
39,2,3,2,3
40,2,3,3,3
