,losso,knn,svm,ensemble
0,1,1,1,2
1,1,1,1,3
2,1,1,2,1
3,1,1,2,3
4,1,1,3,3
5,1,2,1,1
6,1,2,1,3
7,1,2,3,3
8,1,3,1,3
9,1,3,2,3
10,1,3,3,3
11,2,1,1,1
12,2,1,1,3
13,2,1,3,3
14,2,3,1,3
15,2,3,3,3
