,losso,knn,svm,ensemble
0,1,1,1,2
1,1,1,1,3
2,1,1,2,1
3,1,1,2,2
4,1,1,2,3
5,1,1,3,3
6,1,2,1,1
7,1,2,1,2
8,1,2,1,3
9,1,2,2,1
10,1,2,2,2
11,1,2,2,3
12,1,2,3,3
13,1,3,1,3
14,1,3,2,3
15,1,3,3,3
16,2,1,1,1
17,2,1,1,2
18,2,1,1,3
19,2,1,2,1
20,2,1,2,2
21,2,1,2,3
22,2,1,3,3
23,2,2,1,1
24,2,2,1,2
25,2,2,1,3
26,2,2,2,1
27,2,2,2,3
28,2,2,3,3
29,2,3,1,3
30,2,3,2,3
31,2,3,3,3
