,losso,knn,svm,ensemble
0,1,2,2,2
1,1,2,2,3
2,1,2,3,3
3,1,3,2,3
4,1,3,3,3
5,2,1,2,2
6,2,1,2,3
7,2,1,3,3
8,2,2,1,2
9,2,2,1,3
10,2,2,2,1
11,2,2,2,3
12,2,2,3,3
13,2,3,1,3
14,2,3,2,3
15,2,3,3,3
