,losso,knn,svm,ensemble
0,1,1,1,1
1,1,1,1,2
2,1,1,1,3
3,1,1,2,1
4,1,1,2,2
5,1,1,2,3
6,1,1,3,3
7,1,2,1,1
8,1,2,1,2
9,1,2,1,3
10,1,2,2,1
11,1,2,2,2
12,1,2,2,3
13,1,2,3,3
14,1,3,1,3
15,1,3,2,3
16,1,3,3,3
17,2,1,1,1
18,2,1,1,2
19,2,1,1,3
20,2,1,2,1
21,2,1,2,2
22,2,1,2,3
23,2,1,3,3
24,2,2,1,1
25,2,2,1,2
26,2,2,1,3
27,2,2,2,1
28,2,2,2,3
29,2,2,3,3
30,2,3,1,3
31,2,3,2,3
32,2,3,3,3
