,losso,knn,svm,ensemble
0,1,1,2,2
1,1,1,2,3
2,1,1,3,3
3,1,2,1,2
4,1,2,1,3
5,1,2,2,1
6,1,2,2,2
7,1,2,2,3
8,1,2,3,3
9,1,3,1,3
10,1,3,2,3
11,1,3,3,3
12,2,1,1,2
13,2,1,1,3
14,2,1,2,1
15,2,1,2,2
16,2,1,2,3
17,2,1,3,3
18,2,2,1,1
19,2,2,1,2
20,2,2,1,3
21,2,2,2,1
22,2,2,2,3
23,2,2,3,3
24,2,3,1,3
25,2,3,2,3
26,2,3,3,3
