,losso,knn,svm,ensemble
0,0,2,2,2
1,0,2,2,3
2,0,2,3,3
3,0,3,2,3
4,0,3,3,3
5,2,0,2,2
6,2,0,2,3
7,2,0,3,3
8,2,2,0,2
9,2,2,0,3
10,2,2,2,0
11,2,2,2,3
12,2,2,3,3
13,2,3,0,3
14,2,3,2,3
15,2,3,3,3
