,losso,knn,svm,ensemble
0,1,1,1,1
1,1,1,1,2
2,1,1,1,3
3,1,1,2,1
4,1,1,2,3
5,1,1,3,3
6,1,2,1,1
7,1,2,1,3
8,1,2,3,3
9,1,3,1,3
10,1,3,2,3
11,1,3,3,3
12,2,1,1,1
13,2,1,1,3
14,2,1,3,3
15,2,3,1,3
16,2,3,3,3
