,losso,knn,svm,ensemble
0,0,1,1,2
1,0,1,1,3
2,0,1,2,1
3,0,1,2,3
4,0,1,3,3
5,0,2,1,1
6,0,2,1,3
7,0,2,3,3
8,0,3,1,3
9,0,3,2,3
10,0,3,3,3
11,1,0,1,2
12,1,0,1,3
13,1,0,2,1
14,1,0,2,3
15,1,0,3,3
16,1,1,0,2
17,1,1,0,3
18,1,1,2,0
19,1,1,2,3
20,1,1,3,3
21,1,2,0,1
22,1,2,0,3
23,1,2,1,0
24,1,2,1,3
25,1,2,3,3
26,1,3,0,3
27,1,3,1,3
28,1,3,2,3
29,1,3,3,3
30,2,0,1,1
31,2,0,1,3
32,2,0,3,3
33,2,1,0,1
34,2,1,0,3
35,2,1,1,0
36,2,1,1,3
37,2,1,3,3
38,2,3,0,3
39,2,3,1,3
40,2,3,3,3
